# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (NONE)	Total score (NONE)	Length (NONE)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (DOWNSTREAM)	Count (EXON)	Count (INTRAGENIC)	Count (INTRON)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
ENSG00000125772	GPCPD1	mRNA	1137	65.64	17906	112	119.16	7450	8789	479.79	66592	7782	479.79	59142	0	0	0	4	119.16	38	2	53.52	40	1116	50.83	21487	0	0	3226	77	53.52	1042	1137	112	0	7782	4	2	1116	0	77
ENSG00000125775	SDCBP2	mRNA	0	0	5000	155	294.59	2044	4430	357.19	19265	4275	357.19	17221	0	0	0	0	0	16	2	294.59	20	4205	385.75	16124	0	0	466	155	294.59	539	0	155	0	4275	0	2	4205	0	155
ENSG00000125779	PANK2	mRNA	2955	248.54	19908	1385	467.66	5987	10606	841.08	38120	9393	592.54	32133	0	0	0	0	0	14	2	219.12	26	1724	284.34	12401	1213	248.54	3664	0	0	317	2955	1385	0	9393	0	2	1724	1213	0
ENSG00000125780	TGM3	mRNA	0	0	10007	248	266.05	2693	8921	587.88	45078	5961	587.88	42385	0	0	0	4	266.05	26	4	266.05	26	4796	468.98	10000	0	0	497	0	0	63	0	248	0	5961	4	4	4796	0	0
ENSG00000125787	GNRH2	mRNA	0	0	5002	0	0	823	0	0	2126	0	0	1303	0	0	0	0	0	10	0	0	6	0	0	5790	0	0	11	0	0	449	0	0	0	0	0	0	0	0	0
ENSG00000125788	DEFB126	mRNA	0	0	5002	0	0	655	0	0	3383	0	0	2728	0	0	0	0	0	4	0	0	4	0	0	5265	0	0	59	0	0	260	0	0	0	0	0	0	0	0	0
ENSG00000125798	FOXA2	mRNA	0	0	5752	0	0	2603	0	0	4451	0	0	1848	0	0	0	0	0	6	0	0	6	0	0	6192	0	0	845	0	0	384	0	0	0	0	0	0	0	0	0
ENSG00000125804	FAM182A	mRNA	0	0	21597	0	0	6332	0	0	38393	0	0	32061	0	0	0	0	0	24	0	0	24	0	0	18449	0	0	4251	0	0	1485	0	0	0	0	0	0	0	0	0
ENSG00000125810	CD93	mRNA	5000	798.44	9156	5862	1525.85	6708	5862	1525.85	6992	280	727.41	284	0	0	0	0	0	4	2	727.41	4	0	0	5016	4494	798.44	4653	148	727.41	148	5000	5862	0	280	0	2	0	4494	148
ENSG00000125812	GZF1	mRNA	4511	1131.37	13534	95	1131.37	5495	6564	1131.37	10914	4526	1131.37	5419	0	0	0	2	1131.37	12	2	1131.37	14	5138	1490.31	11721	0	0	2622	64	1131.37	815	4511	95	0	4526	2	2	5138	0	64
ENSG00000125813	PAX1	mRNA	0	0	11020	0	0	3351	0	0	10324	0	0	6973	0	0	0	0	0	12	0	0	10	0	0	7611	0	0	1420	0	0	55	0	0	0	0	0	0	0	0	0
ENSG00000125814	NAPB	mRNA	0	0	14950	0	0	5188	8285	501.73	46967	8285	501.73	41779	0	0	0	0	0	22	0	0	22	779	56.16	5074	0	0	2854	0	0	321	0	0	0	8285	0	0	779	0	0
ENSG00000125815	CST8	mRNA	0	0	5129	0	0	918	0	0	4918	0	0	4000	0	0	0	0	0	6	0	0	8	0	0	5028	0	0	104	0	0	385	0	0	0	0	0	0	0	0	0
ENSG00000125816	NKX2-4	mRNA	0	0	5000	677	57.73	2238	0	0	2662	0	0	424	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	544	629	57.73	629	0	677	0	0	0	0	0	0	629
ENSG00000125817	CENPB	mRNA	0	0	5108	1851	144.32	2840	0	0	2840	436	144.32	0	0	0	0	2	144.32	2	2	144.32	2	0	0	6587	631	144.32	833	3	144.32	210	0	1851	0	436	2	2	0	631	3
ENSG00000125818	PSMF1	mRNA	0	0	13981	0	0	4718	5819	345.47	55117	5819	345.47	50399	0	0	0	0	0	18	0	0	16	1362	79.44	15487	0	0	3298	0	0	588	0	0	0	5819	0	0	1362	0	0
ENSG00000125820	NKX2-2	mRNA	0	0	5000	1142	1144.1	2092	0	0	3017	925	1144.1	925	0	0	0	2	1144.1	2	0	0	2	226	203.36	5000	579	1144.1	913	357	1144.1	357	0	1142	0	925	2	0	226	579	357
ENSG00000125821	DTD1	mRNA	0	0	10000	0	0	3185	0	0	176025	0	0	172840	0	0	0	0	0	12	0	0	10	0	0	5071	0	0	577	0	0	180	0	0	0	0	0	0	0	0	0
ENSG00000125823	CSTL1	mRNA	911	60.81	9293	0	0	1073	0	0	5246	0	0	4173	0	0	0	0	0	12	0	0	8	0	0	5639	0	0	52	0	0	366	911	0	0	0	0	0	0	0	0
ENSG00000125826	RBCK1	mRNA	6957	1471.59	19328	512	1439.45	3839	11521	1439.45	23469	8575	1439.45	19630	0	0	0	6	1222.89	36	6	1377.83	30	4780	1787.14	12386	343	727.81	1291	507	1377.83	1088	6957	512	0	8575	6	6	4780	343	507
ENSG00000125827	TMX4	mRNA	0	0	13530	0	0	6579	36	94.59	42482	0	0	35903	0	0	0	0	0	18	0	0	18	1390	94.59	10183	0	0	5503	36	94.59	216	0	0	0	0	0	0	1390	0	36
ENSG00000125831	CST11	mRNA	0	0	5000	0	0	566	0	0	2455	0	0	1889	0	0	0	0	0	4	0	0	4	0	0	5012	0	0	103	0	0	46	0	0	0	0	0	0	0	0	0
ENSG00000125834	STK35	mRNA	1042	56.96	14033	72	60.74	7055	7421	625.67	75428	7349	564.93	68373	0	0	0	0	0	10	0	0	8	981	60.74	6297	0	0	5179	72	60.74	752	1042	72	0	7349	0	0	981	0	72
ENSG00000125835	SNRPB	mRNA	0	0	5456	0	0	1824	0	0	9220	0	0	7396	0	0	0	2	198.34	18	2	198.34	16	0	0	5121	0	0	821	152	198.34	524	0	0	0	0	2	2	0	0	152
ENSG00000125841	NRSN2	mRNA	1409	52.21	6365	1260	242.59	2401	1000	52.21	7986	0	0	5585	0	0	0	4	299.09	8	2	190.38	10	2356	299.09	6417	1000	52.21	1233	62	299.09	319	1409	1260	0	0	4	2	2356	1000	62
ENSG00000125843	C20orf29	mRNA	0	0	6348	0	0	1948	0	0	4772	0	0	2824	0	0	0	0	0	6	0	0	8	0	0	5025	0	0	1424	0	0	340	0	0	0	0	0	0	0	0	0
ENSG00000125844	RRBP1	mRNA	0	0	15450	0	0	6628	0	0	68618	0	0	61990	0	0	0	0	0	50	0	0	56	0	0	20323	0	0	504	0	0	431	0	0	0	0	0	0	0	0	0
ENSG00000125845	BMP2	mRNA	0	0	5000	0	0	3584	0	0	12600	0	0	9016	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	1174	0	0	1219	0	0	0	0	0	0	0	0	0
ENSG00000125846	ZNF133	mRNA	0	0	6890	0	0	5029	1222	66.74	28520	1222	66.74	23491	0	0	0	0	0	22	0	0	18	0	0	20057	0	0	180	0	0	967	0	0	0	1222	0	0	0	0	0
ENSG00000125848	FLRT3	mRNA	0	0	10934	0	0	5190	0	0	14629	0	0	9439	0	0	0	0	0	6	0	0	6	0	0	5008	0	0	2633	0	0	459	0	0	0	0	0	0	0	0	0
ENSG00000125850	OVOL2	mRNA	0	0	15004	0	0	2069	3052	168.67	102210	3052	168.67	100141	0	0	0	0	0	10	0	0	14	0	0	11311	0	0	378	0	0	243	0	0	0	3052	0	0	0	0	0
ENSG00000125851	PCSK2	mRNA	0	0	12295	0	0	7078	0	0	258472	0	0	251394	0	0	0	0	0	24	0	0	26	0	0	12024	0	0	2508	0	0	621	0	0	0	0	0	0	0	0	0
ENSG00000125861	GFRA4	mRNA	0	0	6333	0	0	1517	0	0	4108	0	0	2591	0	0	0	0	0	12	0	0	10	0	0	5000	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125863	MKKS	mRNA	0	0	5000	239	55.48	2778	1301	55.48	29039	86	55.48	26261	0	0	0	0	0	10	2	55.48	12	0	0	7300	0	0	63	239	55.48	1002	0	239	0	86	0	2	0	0	239
ENSG00000125864	BFSP1	mRNA	0	0	15001	151	124.12	3361	2204	175.3	75316	979	175.3	71955	0	0	0	0	0	24	2	124.12	26	1074	124.12	20122	0	0	169	151	124.12	882	0	151	0	979	0	2	1074	0	151
ENSG00000125868	DSTN	mRNA	0	0	6020	0	0	2174	0	0	38380	0	0	36206	0	0	0	0	0	10	0	0	10	852	51.18	5227	0	0	1288	0	0	529	0	0	0	0	0	0	852	0	0
ENSG00000125869	C20orf103	mRNA	0	0	5000	0	0	2039	0	0	16164	0	0	14125	0	0	0	0	0	10	0	0	10	0	0	5263	0	0	704	0	0	492	0	0	0	0	0	0	0	0	0
ENSG00000125870	SNRPB2	mRNA	1638	216.8	10000	0	0	1820	1494	93.18	11816	2439	216.8	9996	0	0	0	2	123.62	12	2	123.62	14	0	0	5068	0	0	771	35	123.62	239	1638	0	0	2439	2	2	0	0	35
ENSG00000125871	C20orf72	mRNA	0	0	5891	0	0	2336	0	0	22210	0	0	19874	0	0	0	0	0	8	0	0	10	0	0	6144	0	0	1013	0	0	288	0	0	0	0	0	0	0	0	0
ENSG00000125872	LRRN4	mRNA	0	0	5000	0	0	2692	0	0	13272	0	0	10580	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	244	0	0	225	0	0	0	0	0	0	0	0	0
ENSG00000125875	TBC1D20	mRNA	0	0	5803	2084	988.85	5831	12105	1161.18	27074	8473	1161.18	21243	0	0	0	2	988.85	20	2	988.85	20	1140	115.11	10053	1828	988.85	3106	0	0	148	0	2084	0	8473	2	2	1140	1828	0
ENSG00000125877	ITPA	mRNA	0	0	10274	136	73.05	1614	1535	169.34	15003	1369	169.34	13389	0	0	0	0	0	16	2	73.05	22	2822	247.45	15657	0	0	408	0	0	192	0	136	0	1369	0	2	2822	0	0
ENSG00000125878	TCF15	mRNA	0	0	5000	0	0	1555	0	0	6602	0	0	5047	0	0	0	0	0	2	0	0	2	103	70.89	5000	0	0	794	0	0	161	0	0	0	0	0	0	103	0	0
ENSG00000125879	OTOR	mRNA	0	0	10382	0	0	2198	1637	80.86	21705	1637	80.86	19507	0	0	0	0	0	12	0	0	10	0	0	6016	0	0	1046	0	0	44	0	0	0	1637	0	0	0	0	0
ENSG00000125885	MCM8	mRNA	0	0	5777	153	135.26	3920	1740	135.26	44555	987	135.26	40635	0	0	0	2	135.26	43	2	135.26	43	4363	404.74	5279	0	0	815	144	135.26	431	0	153	0	987	2	2	4363	0	144
ENSG00000125888	BANF2	mRNA	0	0	10073	0	0	1355	0	0	42197	0	0	40842	0	0	0	0	0	8	0	0	12	0	0	15018	0	0	60	0	0	674	0	0	0	0	0	0	0	0	0
ENSG00000125895	C20orf46	mRNA	0	0	5723	0	0	2210	0	0	4855	0	0	2645	0	0	0	0	0	4	0	0	6	0	0	5942	0	0	287	0	0	874	0	0	0	0	0	0	0	0	0
ENSG00000125898	FAM110A	mRNA	0	0	5000	47	153.97	2031	3163	213.69	12565	3163	213.69	10534	0	0	0	0	0	6	2	153.97	6	1601	153.97	12353	0	0	587	47	153.97	556	0	47	0	3163	0	2	1601	0	47
ENSG00000125899	C20orf187	mRNA	0	0	6078	0	0	450	0	0	1607	0	0	1157	0	0	0	0	0	4	0	0	4	0	0	5403	0	0	160	0	0	133	0	0	0	0	0	0	0	0	0
ENSG00000125900	SIRPD	mRNA	0	0	5000	159	90.92	1961	0	0	24593	0	0	22632	0	0	0	2	90.92	8	2	90.92	8	0	0	11138	0	0	174	0	0	1192	0	159	0	0	2	2	0	0	0
ENSG00000125901	MRPS26	mRNA	0	0	5000	0	0	1127	0	0	2310	0	0	1183	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	385	0	0	124	0	0	0	0	0	0	0	0	0
ENSG00000125903	DEFB129	mRNA	0	0	5000	89	138.05	698	1738	138.05	2629	1649	138.05	1931	0	0	0	0	0	2	2	138.05	2	470	138.05	5000	0	0	115	31	138.05	31	0	89	0	1649	0	2	470	0	31
ENSG00000125965	GDF5	mRNA	1283	359.43	5000	107	234.45	2646	2630	294.52	21424	2523	294.52	18778	0	0	0	0	0	6	2	234.45	6	0	0	10000	0	0	562	107	234.45	578	1283	107	0	2523	0	2	0	0	107
ENSG00000125966	MMP24	mRNA	19	251.21	5003	0	0	4415	0	0	50348	0	0	45933	0	0	0	0	0	18	0	0	18	931	80.34	5085	1004	211.47	2392	56	80.34	85	19	0	0	0	0	0	931	1004	56
ENSG00000125967	NECAB3	mRNA	0	0	13173	146	403.24	3327	6539	681.17	17377	6511	681.17	14050	0	0	0	0	0	36	4	331.15	34	5698	681.17	19916	0	0	742	0	0	111	0	146	0	6511	0	4	5698	0	0
ENSG00000125968	ID1	mRNA	5000	969.44	5005	840	1405.19	1233	851	1405.19	1233	239	969.44	0	0	0	0	2	969.44	2	2	969.44	2	4115	508.47	5006	673	969.44	678	99	435.75	105	5000	840	0	239	2	2	4115	673	99
ENSG00000125970	RALY	mRNA	5326	2099.32	16697	193	2022.5	2900	46749	4482.08	114663	54034	5469.85	111763	0	0	0	2	116.39	24	2	116.39	26	8722	1419.79	20454	0	0	366	0	0	838	5326	193	0	54034	2	2	8722	0	0
ENSG00000125971	DYNLRB1	mRNA	0	0	14366	214	603.13	3252	6439	603.13	24549	5895	603.13	21297	0	0	0	2	188.15	8	4	603.13	10	1963	227.08	5046	0	0	2312	0	0	309	0	214	0	5895	2	4	1963	0	0
ENSG00000125975	C20orf173	mRNA	0	0	6775	0	0	1244	0	0	2683	0	0	1439	0	0	0	0	0	12	0	0	10	0	0	5033	0	0	305	0	0	363	0	0	0	0	0	0	0	0	0
ENSG00000125977	EIF2S2	mRNA	0	0	5000	0	0	2656	0	0	24035	0	0	21379	0	0	0	2	1906.11	16	2	1906.11	16	1189	76.82	5000	0	0	1432	0	0	222	0	0	0	0	2	2	1189	0	0
ENSG00000125991	ERGIC3	mRNA	0	0	18021	71	262.24	6015	0	0	15636	137	262.24	9621	0	0	0	2	262.24	44	2	262.24	40	2541	333.75	17221	139	262.24	453	81	262.24	169	0	71	0	137	2	2	2541	139	81
ENSG00000125995	ROMO1	mRNA	0	0	5074	113	394.01	702	0	0	1713	1034	394.01	1011	0	0	0	2	394.01	6	2	394.01	8	3303	612.52	5179	4	394.01	161	0	0	361	0	113	0	1034	2	2	3303	4	0
ENSG00000125997	C20orf115	mRNA	0	0	5000	0	0	1178	0	0	6725	0	0	5547	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125998	FAM83C	mRNA	838	100.29	5000	330	100.29	3145	330	100.29	6671	0	0	3526	0	0	0	0	0	6	0	0	6	0	0	5000	330	100.29	804	0	0	97	838	330	0	0	0	0	0	330	0
ENSG00000125999	C20orf114	mRNA	0	0	11912	0	0	3101	0	0	36399	0	0	33298	0	0	0	0	0	38	0	0	40	0	0	15361	0	0	585	0	0	336	0	0	0	0	0	0	0	0	0
ENSG00000126001	CEP250	mRNA	3093	381.01	35849	432	1616.32	8994	14585	1671.24	56820	9284	1671.24	47826	0	0	0	6	1430.95	76	6	566.38	78	7647	1614.29	35729	86	144.53	1221	28	185.37	804	3093	432	0	9284	6	6	7647	86	28
ENSG00000126003	PLAGL2	mRNA	4374	439.38	5000	297	2870.95	5705	13358	3051.53	15289	5276	2641.54	9584	0	0	0	2	2641.54	4	2	2641.54	4	0	0	5000	3320	409.99	3949	114	2641.54	265	4374	297	0	5276	2	2	0	3320	114
ENSG00000126005	MT1P3	mRNA	3421	381.77	30537	476	368.52	3948	42	76.71	62219	0	0	58271	0	0	0	4	291.81	22	2	211.47	16	3972	639.68	12016	0	0	0	0	0	0	3421	476	0	0	4	2	3972	0	0
ENSG00000129988	LBP	mRNA	0	0	5009	285	74.11	1961	508	74.11	30907	223	74.11	28946	0	0	0	0	0	32	2	74.11	30	551	74.11	5126	0	0	354	161	74.11	161	0	285	0	223	0	2	551	0	161
ENSG00000130584	ZBTB46	mRNA	3106	255.81	15859	0	0	5956	14999	1848.72	87579	14999	1848.72	81623	0	0	0	0	0	18	0	0	12	3470	371.81	15965	0	0	3264	0	0	186	3106	0	0	14999	0	0	3470	0	0
ENSG00000130589	RP4-697K14.7	mRNA	5748	897.57	11129	608	833.19	12066	5160	833.19	16154	1614	833.19	4088	0	0	0	6	833.19	40	2	123.88	40	5538	1446.47	16165	0	0	1160	424	565.6	494	5748	608	0	1614	6	2	5538	0	424
ENSG00000130590	SAMD10	mRNA	3943	1077.12	8184	1010	1292.44	2453	0	0	5896	0	0	3443	0	0	0	2	708.54	10	4	1174.8	12	3230	833.53	5366	673	117.64	1397	59	1174.8	175	3943	1010	0	0	2	4	3230	673	59
ENSG00000130684	ZNF337	mRNA	0	0	7734	0	0	3823	3400	273.35	22627	3400	273.35	18804	0	0	0	0	0	12	0	0	10	1301	51.08	10273	0	0	817	0	0	623	0	0	0	3400	0	0	1301	0	0
ENSG00000130699	TAF4	mRNA	0	0	22081	272	456.61	5359	10925	1207.78	112342	10653	1207.78	106983	0	0	0	0	0	38	2	456.61	36	1903	178.74	18513	0	0	1372	0	0	0	0	272	0	10653	0	2	1903	0	0
ENSG00000130700	GATA5	mRNA	0	0	10000	0	0	2595	0	0	12474	0	0	9879	0	0	0	0	0	12	0	0	12	0	0	5449	0	0	1339	0	0	62	0	0	0	0	0	0	0	0	0
ENSG00000130701	C20orf151	mRNA	2900	288.05	5000	0	0	2793	0	0	17297	0	0	14504	0	0	0	0	0	26	0	0	26	0	0	5000	0	0	641	0	0	157	2900	0	0	0	0	0	0	0	0
ENSG00000130702	LAMA5	mRNA	4412	580.92	36616	246	82.9	14705	3354	322.5	59358	3108	322.5	44653	0	0	0	0	0	168	2	82.9	166	5813	734.5	36657	0	0	1605	0	0	521	4412	246	0	3108	0	2	5813	0	0
ENSG00000130703	OSBPL2	mRNA	0	0	12166	0	0	4414	2133	356.03	57689	2133	356.03	53275	0	0	0	0	0	32	0	0	28	949	107.91	15057	0	0	2480	0	0	679	0	0	0	2133	0	0	949	0	0
ENSG00000130706	ADRM1	mRNA	0	0	9321	179	341.32	2166	2328	341.32	6770	679	341.32	4604	0	0	0	0	0	24	2	341.32	22	1505	392.43	7066	0	0	311	0	0	55	0	179	0	679	0	2	1505	0	0
ENSG00000131043	C20orf4	mRNA	0	0	10000	44	372.69	3101	2408	372.69	34460	2407	310.25	31359	0	0	0	0	0	8	2	310.25	8	912	62.44	5026	0	0	1364	44	372.69	372	0	44	0	2407	0	2	912	0	44
ENSG00000131044	TTLL9	mRNA	392	312.79	11749	0	0	2974	11108	810.04	74260	11108	810.04	71286	0	0	0	2	112.71	42	0	0	42	2287	277.71	10002	0	0	1507	0	0	474	392	0	0	11108	2	0	2287	0	0
ENSG00000131050	C20orf70	mRNA	0	0	5000	0	0	1178	1000	63.19	19645	1000	63.19	18467	0	0	0	0	0	16	0	0	18	353	63.19	10000	0	0	226	0	0	202	0	0	0	1000	0	0	353	0	0
ENSG00000131051	RBM39	mRNA	13985	2999.01	38790	839	2047.84	9307	30769	2152.61	38704	11236	2152.61	29397	0	0	0	12	2047.84	56	10	1841.38	52	10474	2947.78	38637	606	2047.84	3702	53	1136.41	1067	13985	839	0	11236	12	10	10474	606	53
ENSG00000131055	COX4I2	mRNA	1108	81.19	5178	193	199.11	693	2028	199.11	7119	1789	199.11	6426	0	0	0	4	199.11	8	2	117.92	8	0	0	5045	102	81.19	102	0	0	75	1108	193	0	1789	4	2	0	102	0
ENSG00000131059	C20orf71	mRNA	2638	346.15	5000	0	0	2481	0	0	10449	0	0	7968	0	0	0	0	0	16	0	0	14	0	0	5042	0	0	141	0	0	210	2638	0	0	0	0	0	0	0	0
ENSG00000131061	ZNF341	mRNA	0	0	5000	27	199.58	5457	8944	1176.4	60613	8572	976.82	55156	0	0	0	0	0	28	0	0	30	2641	470.58	10353	0	0	2901	20	199.58	365	0	27	0	8572	0	0	2641	0	20
ENSG00000131067	GGT7	mRNA	0	0	15293	0	0	2966	0	0	28141	0	0	25175	0	0	0	0	0	34	0	0	32	936	104.45	10247	0	0	608	0	0	45	0	0	0	0	0	0	936	0	0
ENSG00000131068	DEFB118	mRNA	0	0	5000	0	0	1158	0	0	5306	0	0	4148	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	753	0	0	33	0	0	0	0	0	0	0	0	0
ENSG00000131069	ACSS2	mRNA	1140	65.22	28653	235	893.94	5393	16526	2744.07	55821	12700	2744.07	50428	0	0	0	4	893.94	66	4	893.94	66	5547	1798.71	27596	49	65.22	2615	158	828.72	785	1140	235	0	12700	4	4	5547	49	158
ENSG00000132622	HSPA12B	mRNA	465	61.54	5815	0	0	3173	0	0	20445	0	0	17272	0	0	0	0	0	26	0	0	24	0	0	5044	0	0	945	0	0	559	465	0	0	0	0	0	0	0	0
ENSG00000132623	ANKRD5	mRNA	0	0	5940	0	0	3880	0	0	21722	0	0	17842	0	0	0	0	0	22	0	0	22	0	0	5076	0	0	1102	0	0	401	0	0	0	0	0	0	0	0	0
ENSG00000132631	C20orf79	mRNA	0	0	5000	0	0	664	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	103	0	0	90	0	0	0	0	0	0	0	0	0
ENSG00000132635	FAM113A	mRNA	869	52.85	7918	0	0	2341	0	0	5877	0	0	3536	0	0	0	0	0	20	0	0	22	797	50.23	7824	0	0	148	0	0	828	869	0	0	0	0	0	797	0	0
ENSG00000132639	SNAP25	mRNA	0	0	15000	0	0	3357	0	0	88589	0	0	85232	0	0	0	0	0	16	0	0	18	0	0	15236	0	0	1221	0	0	359	0	0	0	0	0	0	0	0	0
ENSG00000132640	BTBD3	mRNA	0	0	13146	0	0	6228	0	0	35887	0	0	29659	0	0	0	0	0	10	0	0	22	0	0	15419	0	0	3429	0	0	1310	0	0	0	0	0	0	0	0	0
ENSG00000132646	PCNA	mRNA	0	0	5000	98	89.52	1471	1943	89.52	11674	344	89.52	10203	0	0	0	2	89.52	12	2	89.52	12	0	0	10000	0	0	330	0	0	355	0	98	0	344	2	2	0	0	0
ENSG00000132661	NXT1	mRNA	1476	218.8	5000	0	0	1123	2596	320.63	4042	2596	320.63	2919	0	0	0	0	0	2	0	0	2	1768	334.54	5000	0	0	313	0	0	387	1476	0	0	2596	0	0	1768	0	0
ENSG00000132664	POLR3F	mRNA	0	0	14723	0	0	2928	0	0	17517	0	0	14589	0	0	0	0	0	16	0	0	18	0	0	5321	0	0	1085	0	0	380	0	0	0	0	0	0	0	0	0
ENSG00000132669	RIN2	mRNA	9121	619.91	26109	1865	531.9	5053	15583	1188.42	115937	13198	1045.46	110884	0	0	0	6	282.89	26	6	267.18	26	2790	184.15	13045	1040	142.96	1521	149	106.05	185	9121	1865	0	13198	6	6	2790	1040	149
ENSG00000132670	PTPRA	mRNA	838	139.35	21551	85	139.35	4107	8750	471.36	174491	7827	471.36	170384	0	0	0	2	139.35	62	2	139.35	62	0	0	15263	0	0	541	23	139.35	1946	838	85	0	7827	2	2	0	0	23
ENSG00000132671	SSTR4	mRNA	0	0	5000	0	0	1258	0	0	1258	0	0	0	0	0	0	0	0	0	0	0	0	869	959.65	5000	0	0	27	0	0	64	0	0	0	0	0	0	869	0	0
ENSG00000132792	CTNNBL1	mRNA	0	0	10012	491	829.09	4093	20547	2270.13	178124	18069	2270.13	174031	0	0	0	8	829.09	42	8	829.09	48	0	0	30056	0	0	116	208	550.37	730	0	491	0	18069	8	8	0	0	208
ENSG00000132793	LPIN3	mRNA	0	0	7112	31	356.61	4568	1397	356.61	19663	1314	356.61	15095	0	0	0	0	0	40	2	356.61	40	1552	356.61	15347	0	0	1932	31	356.61	1104	0	31	0	1314	0	2	1552	0	31
ENSG00000132801	ZSWIM3	mRNA	876	77.53	5163	215	240.33	2928	0	0	21506	2083	240.33	18578	0	0	0	0	0	4	2	240.33	4	0	0	5000	0	0	473	215	240.33	382	876	215	0	2083	0	2	0	0	215
ENSG00000132819	RBM38	mRNA	0	0	6620	0	0	2686	0	0	17927	0	0	15241	0	0	0	2	526.43	10	2	526.43	12	2106	890.07	5823	76	526.43	2062	263	526.43	458	0	0	0	0	2	2	2106	76	263
ENSG00000132821	VSTM2L	mRNA	0	0	6214	0	0	1966	0	0	42254	0	0	40288	0	0	0	0	0	6	0	0	6	0	0	5045	0	0	1097	0	0	254	0	0	0	0	0	0	0	0	0
ENSG00000132823	C20orf111	mRNA	0	0	5000	232	580.37	1713	2205	189.9	14296	5390	580.37	12583	0	0	0	4	580.37	10	4	580.37	12	0	0	5715	0	0	556	41	390.47	278	0	232	0	5390	4	4	0	0	41
ENSG00000132824	SERINC3	mRNA	2887	383.04	13951	103	874.21	4683	6058	874.21	25889	7940	1257.25	21206	0	0	0	4	1257.25	24	2	874.21	24	1139	136.06	10099	0	0	3000	103	874.21	426	2887	103	0	7940	4	2	1139	0	103
ENSG00000132825	PPP1R3D	mRNA	1383	905.7	5000	0	0	3459	0	0	3459	0	0	0	0	0	0	0	0	0	0	0	0	2167	282.15	5000	2193	905.7	2193	0	0	366	1383	0	0	0	0	0	2167	2193	0
ENSG00000132832	RP11-445H22.3	mRNA	2301	1055.63	5000	349	373.49	1416	10791	848.76	39646	9426	848.76	38230	0	0	0	2	373.49	10	2	373.49	12	3198	373.49	10000	0	0	0	0	0	0	2301	349	0	9426	2	2	3198	0	0
ENSG00000149346	C20orf94	mRNA	0	0	10000	0	0	1837	8538	476.71	201527	8538	476.71	199690	0	0	0	0	0	18	0	0	16	3148	135.04	10000	0	0	361	0	0	182	0	0	0	8538	0	0	3148	0	0
ENSG00000149435	GGTLC1	mRNA	0	0	5000	0	0	1276	0	0	3727	0	0	2451	0	0	0	0	0	10	0	0	12	0	0	6984	0	0	163	0	0	435	0	0	0	0	0	0	0	0	0
ENSG00000149443	C20orf78	mRNA	0	0	5000	0	0	738	0	0	20426	0	0	19688	0	0	0	0	0	4	0	0	6	0	0	10000	0	0	48	0	0	102	0	0	0	0	0	0	0	0	0
ENSG00000149451	ADAM33	mRNA	0	0	9629	0	0	6077	0	0	14282	0	0	8205	0	0	0	0	0	56	0	0	53	0	0	13360	0	0	3686	0	0	242	0	0	0	0	0	0	0	0	0
ENSG00000149474	CSRP2BP	mRNA	0	0	10408	0	0	4448	0	0	50533	0	0	46085	0	0	0	0	0	22	0	0	28	0	0	12244	0	0	928	0	0	1236	0	0	0	0	0	0	0	0	0
ENSG00000149488	TMC2	mRNA	0	0	10000	0	0	4826	0	0	105178	0	0	100352	0	0	0	0	0	38	0	0	40	0	0	10000	0	0	433	0	0	15	0	0	0	0	0	0	0	0	0
ENSG00000149531	FRG1B	mRNA	0	0	20597	0	0	1760	0	0	22154	0	0	20394	0	0	0	0	0	28	0	0	26	0	0	10404	0	0	557	0	0	385	0	0	0	0	0	0	0	0	0
ENSG00000149596	JPH2	mRNA	0	0	10000	1121	594.69	5943	2858	726.29	75884	1737	131.6	69941	0	0	0	0	0	12	0	0	10	2910	594.69	5485	0	0	2968	873	594.69	873	0	1121	0	1737	0	0	2910	0	873
